run_time       ,total_data     ,mutihop        ,sensor_data_origin,sensor_data_calc,sensor_data    ,uav_data_calc  ,uav_data_origin,uav_data       ,lost_data      ,connect_num    ,buffer_overflow_num
100,0,0,0,0,0,0,0,0,0,256,0
200,237150,0,217175,0,217175,0,19975,19975,0,258,0
300,474300,66300,354450,32300,386750,0,21250,21250,0,258,0
400,711450,284750,269025,135150,404175,0,22525,22525,0,258,0
500,948600,351050,381650,91800,473450,0,23800,23800,100300,258,0
600,1185750,569500,296225,182750,478975,0,25075,25075,112200,258,0
700,1422900,635800,408850,124950,533800,0,26350,26350,226950,258,0
800,1660050,854250,323425,215900,539325,0,27625,27625,238850,258,0
900,1897200,920550,436050,158100,594150,0,28900,28900,353600,258,0
1000,2134350,1139000,350625,249050,599675,0,30175,30175,365500,258,0
1100,2371500,1205300,463250,191250,654500,0,31450,31450,480250,258,0
1200,2608650,1423750,377825,282200,660025,0,32725,32725,492150,258,0
1300,2845800,1490050,490450,224400,714850,0,34000,34000,606900,258,0
1400,3082950,1708500,405025,315350,720375,0,35275,35275,618800,258,0
1500,3320100,1774800,517034,257550,774584,0,36550,36550,734166,258,1
1600,3557250,1993250,430249,348500,778749,0,37825,37825,747426,258,1
1700,3794400,2059550,541854,290700,832554,0,39100,39100,863196,258,1
1800,4031550,2278000,455069,381650,836719,0,40375,40375,876456,258,1
1900,4268700,2344300,566674,323850,890524,0,41650,41650,992226,258,1
2000,4505850,2562750,472497,414800,887297,0,42925,42925,1012878,258,13
2100,4743000,2629050,572054,357000,929054,0,44200,44200,1140696,258,16
2200,4980150,2847500,472519,447950,920469,0,45475,45475,1166706,258,16
2300,5217300,2913800,571374,390150,961524,0,46750,46750,1295226,258,16
2400,5454450,3132250,471839,481100,952939,0,48025,48025,1321236,258,16
2500,5691600,3198550,570694,423300,993994,0,49300,49300,1449756,258,16
2600,5928750,3417000,471159,514250,985409,0,50575,50575,1475766,258,16
2700,6165900,3483300,570014,456450,1026464,0,51850,51850,1604286,258,16
2800,6403050,3701750,470479,547400,1017879,0,53125,53125,1630296,258,16
2900,6640200,3768050,569334,489600,1058934,0,54400,54400,1758816,258,16
3000,6877350,3986500,469799,580550,1050349,0,55675,55675,1784826,258,16
3100,7114500,4052800,850,0,850,522750,624754,1147504,1913346,258,16
3200,7351650,4052800,81600,850,82450,522750,780304,1303054,1913346,214,0
3300,7588800,4064700,246075,21250,267325,525300,818129,1343429,1913346,210,0
3400,7825950,4129300,305575,113050,418625,525300,830879,1356179,1921846,214,0
3500,8063100,4129300,317900,323850,641750,525300,832154,1357454,1934596,0,0
3600,8300250,4129300,348075,323850,671925,525300,833429,1358729,2140296,0,0
3700,8537400,4129300,332329,549950,882279,525300,834704,1360004,2165817,0,1
3800,8774550,4129300,360868,430100,790968,525300,835979,1361279,2493003,0,1
3900,9011700,4129300,359593,357850,717443,525300,837254,1362554,2802403,0,0
4000,9248850,4129300,391468,306000,697468,525300,838529,1363829,3058253,0,0
4100,9486000,4129300,390193,387600,777793,525300,839804,1365104,3213803,0,0
4200,9723150,4129300,421218,385900,807118,525300,841079,1366379,3420353,0,0
4300,9960300,4129300,419093,494700,913793,525300,842354,1367654,3549553,0,0
4400,10197450,4129300,450118,493000,943118,525300,843629,1368929,3756103,0,0
4500,10434600,4129300,429102,719100,1148202,525300,844904,1370204,3786894,0,3
4600,10671750,4129300,459617,395250,854867,525300,846179,1371479,4316104,0,1
4700,10908900,4129300,457322,476850,934172,525300,847454,1372754,4472674,0,1
4800,11146050,4129300,487837,425000,912837,525300,848729,1374029,4729884,0,1
4900,11383200,4129300,485542,506600,992142,525300,850004,1375304,4886454,0,1
5000,11620350,4129300,510513,454750,965263,525300,851279,1376579,5149208,0,10
5100,11857500,4129300,498104,536350,1034454,525300,852554,1377854,5315892,0,14
5200,12094650,4129300,504819,673200,1178019,525300,853829,1379129,5408202,0,15
5300,12331800,4129300,490008,643450,1133458,525300,855104,1380404,5688638,0,15
5400,12568950,4129300,507688,641750,1149438,525300,856379,1381679,5908533,0,16
5500,12806100,4129300,487628,750550,1238178,525300,857654,1382954,6055668,0,16
5600,13043250,4129300,506243,544000,1050243,525300,858929,1384229,6479478,0,15
5700,13280400,4129300,491942,625600,1117542,525300,860204,1385504,6648054,0,16
5800,13517550,4129300,511407,416500,927907,525300,861479,1386779,7073564,0,15
5900,13754700,4129300,485312,615400,1100712,525300,862754,1388054,7136634,0,16
6000,13991850,4129300,503927,446250,950177,525300,864029,1389329,7523044,0,15
6100,14229000,4129300,2550,0,2550,1053150,1352486,2405636,7691514,0,15
6200,14466150,4130150,135150,1700,136850,1053150,1454486,2507636,7691514,221,0
6300,14703300,4185400,282200,9350,291550,1053150,1481686,2534836,7691514,262,0
6400,14940450,4367300,291125,54400,345525,1053150,1482961,2536111,7691514,258,0
6500,15177600,4470150,345950,113900,459850,1053150,1484236,2537386,7710214,258,0
6600,15414750,4652050,318325,124950,443275,1053150,1485511,2538661,7780764,258,0
6700,15651900,4754900,373150,172550,545700,1053150,1486786,2539936,7811364,258,0
6800,15889050,4936800,345525,158100,503625,1053150,1488061,2541211,7907414,258,0
6900,16126200,5039650,400350,205700,606050,1053150,1489336,2542486,7938014,258,0
7000,16363350,5221550,372725,191250,563975,1053150,1490611,2543761,8034064,258,0
7100,16600500,5324400,427550,238850,666400,1053150,1491886,2545036,8064664,258,0
7200,16837650,5506300,399925,224400,624325,1053150,1493161,2546311,8160714,258,0
7300,17074800,5609150,454750,272000,726750,1053150,1494436,2547586,8191314,258,0
7400,17311950,5791050,427125,257550,684675,1053150,1495711,2548861,8287364,258,0
7500,17549100,5893900,481950,305150,787100,1053150,1496986,2550136,8317964,258,0
7600,17786250,6075800,453794,290700,744494,1053150,1498261,2551411,8414545,258,1
7700,18023400,6178650,507429,338300,845729,1053150,1499536,2552686,8446335,258,1
7800,18260550,6360550,478614,323850,802464,1053150,1500811,2553961,8543575,258,1
7900,18497700,6463400,532249,371450,903699,1053150,1502086,2555236,8575365,258,1
8000,18734850,6645300,499122,357000,856122,1053150,1503361,2556511,8676917,258,8
8100,18972000,6748150,543111,404600,947711,1053150,1504636,2557786,8718353,258,14
8200,19209150,6930050,502014,390150,892164,1053150,1505911,2559061,8827875,258,16
8300,19446300,7032900,542899,437750,980649,1053150,1507186,2560336,8872415,258,16
8400,19683450,7214800,501334,423300,924634,1053150,1508461,2561611,8982405,258,16
8500,19920600,7317650,542219,470900,1013119,1053150,1509736,2562886,9026945,258,16
8600,20157750,7499550,500654,456450,957104,1053150,1511011,2564161,9136935,258,16
8700,20394900,7602400,541539,504050,1045589,1053150,1512286,2565436,9181475,258,16
8800,20632050,7784300,499974,489600,989574,1053150,1513561,2566711,9291465,258,16
8900,20869200,7887150,540859,537200,1078059,1053150,1514836,2567986,9336005,258,16
9000,21106350,8069050,499294,522750,1022044,1053150,1516111,2569261,9445995,258,16
9100,21343500,8171900,2550,0,2550,1623500,2055015,3678515,9490535,258,16
9200,21580650,8171900,113475,2550,116025,1623500,2178690,3802190,9490535,214,0
9300,21817800,8190600,264775,27200,291975,1628600,2216090,3844690,9490535,210,0
9400,22054950,8274750,287300,132600,419900,1628600,2229265,3857865,9502435,214,0
9500,22292100,8274750,333200,305150,638350,1628600,2232665,3861265,9517735,0,0
9600,22529250,8274750,329375,360400,689775,1628600,2233940,3862540,9702185,0,0
9700,22766400,8274750,350349,548250,898599,1628600,2235215,3863815,9729236,0,1
9800,23003550,8274750,342508,468350,810858,1628600,2236490,3865090,10052852,0,1
9900,23240700,8274750,376933,331500,708433,1628600,2237765,3866365,10391152,0,0
10000,23477850,8274750,373108,344250,717358,1628600,2239040,3867640,10618102,0,0
