run_time       ,total_data     ,mutihop        ,sensor_data_origin,sensor_data_calc,sensor_data    ,uav_data_calc  ,uav_data_origin,uav_data       ,lost_data      ,connect_num    ,buffer_overflow_num
100,0,0,0,0,0,0,0,0,0,39,0
200,237150,0,220575,0,220575,0,16575,16575,0,141,0
300,474300,35700,357000,63750,420750,0,17850,17850,0,141,0
400,711450,154700,268175,269450,537625,0,19125,19125,0,141,0
500,948600,190400,384200,136850,521050,0,20400,20400,216750,141,0
600,1185750,309400,295375,342550,637925,0,21675,21675,216750,141,0
700,1422900,345100,411400,197200,608600,0,22950,22950,446250,141,0
800,1660050,464100,322575,402900,725475,0,24225,24225,446250,141,0
900,1897200,499800,437814,257550,695364,0,25500,25500,676536,141,1
1000,2134350,618800,349839,299200,649039,0,26775,26775,839736,141,0
1100,2371500,654500,465864,153850,619714,0,28050,28050,1069236,141,0
1200,2608650,773500,377039,359550,736589,0,29325,29325,1069236,141,0
1300,2845800,809200,493064,214200,707264,0,30600,30600,1298736,141,0
1400,3082950,928200,404239,419900,824139,0,31875,31875,1298736,141,0
1500,3320100,963900,520264,274550,794814,0,33150,33150,1528236,141,0
1600,3557250,1082900,427784,480250,908034,0,34425,34425,1531891,141,1
1700,3794400,1118600,544659,142800,687459,0,35700,35700,1952641,141,0
1800,4031550,1237600,456684,333200,789884,0,36975,36975,1967091,141,0
1900,4268700,1273300,573559,151300,724859,0,38250,38250,2232291,141,0
2000,4505850,1392300,476960,341700,818660,0,39525,39525,2255365,141,14
2100,4743000,1428000,580703,159800,740503,0,40800,40800,2533697,141,16
2200,4980150,1547000,478278,365500,843778,0,42075,42075,2547297,141,16
2300,5217300,1582700,580703,220150,800853,0,43350,43350,2790397,141,16
2400,5454450,1701700,478278,425850,904128,0,44625,44625,2803997,141,16
2500,5691600,1737400,580703,280500,861203,0,45900,45900,3047097,141,16
2600,5928750,1856400,477683,486200,963883,0,47175,47175,3061292,141,17
2700,6165900,1892100,578578,340850,919428,0,48450,48450,3305922,141,17
2800,6403050,2011100,477003,375700,852703,0,49725,49725,3489522,141,16
2900,6640200,2046800,580278,193800,774078,0,51000,51000,3768322,141,16
3000,6877350,2165800,477853,399500,877353,0,52275,52275,3781922,141,16
3100,7114500,2201500,850,0,850,254150,632978,887128,4025022,141,16
3200,7351650,2201500,74800,0,74800,255000,795328,1050328,4025022,40,0
3300,7588800,2201500,239275,31450,270725,257550,834003,1091553,4025022,41,0
3400,7825950,2201500,313225,158100,471325,274550,844203,1118753,4034372,0,0
3500,8063100,2201500,312800,318750,631550,292400,846328,1138728,4091322,0,0
3600,8300250,2201500,353175,345100,698275,292400,847603,1140003,4260472,0,0
3700,8537400,2201500,341700,443700,785400,292400,848878,1141278,4409222,0,0
3800,8774550,2201500,380269,430950,811219,292400,850153,1142553,4619278,0,1
3900,9011700,2201500,369644,347650,717294,292400,851428,1143828,4949078,0,0
4000,9248850,2201500,408319,334900,743219,292400,852703,1145103,5159028,0,0
4100,9486000,2201500,396844,408850,805694,292400,853978,1146378,5332428,0,0
4200,9723150,2201500,435519,396100,831619,292400,855253,1147653,5542378,0,0
4300,9960300,2201500,423789,470050,893839,292400,856528,1148928,5716033,0,1
