run_time       ,total_data     ,mutihop        ,sensor_data_origin,sensor_data_calc,sensor_data    ,uav_data_calc  ,uav_data_origin,uav_data       ,lost_data      ,connect_num    ,buffer_overflow_num
100,0,0,0,0,0,0,0,0,0,22,0
200,237150,0,204850,0,204850,0,32300,32300,0,171,0
300,474300,40800,337875,53550,391425,0,42075,42075,0,168,0
400,711450,162350,264350,226950,491300,0,57800,57800,0,168,0
500,948600,218450,350625,238850,589475,0,74375,74375,66300,168,0
600,1185750,340000,295099,332350,627449,61200,88400,149600,68701,168,1
700,1422900,403750,366924,228650,595574,61200,104125,165325,258251,168,0
800,1660050,522750,329524,328100,657624,61200,105825,167025,312651,168,0
900,1897200,591600,389874,342550,732424,61200,121975,183175,390001,168,0
1000,2134350,710600,334008,430100,764108,61200,143225,204425,455217,168,1
1100,2371500,780300,423683,324700,748383,61200,145350,206550,636267,168,0
1200,2608650,899300,372003,425850,797853,61200,148325,209525,701972,168,1
1300,2845800,969000,437878,313650,751528,61200,160650,221850,903422,168,0
1400,3082950,1088000,395378,374850,770228,61200,160650,221850,1002872,168,0
1500,3320100,1158550,454028,390150,844178,61200,176800,238000,1079372,168,0
1600,3557250,1263100,389003,453050,842053,61200,212075,273275,1178822,168,0
1700,3794400,1331950,451053,465800,916853,61200,228225,289425,1256172,168,0
1800,4031550,1443300,413738,544850,958588,61200,240550,301750,1327912,168,1
1900,4268700,1510450,479188,419050,898238,108800,255850,364650,1495362,168,0
2000,4505850,1632000,449185,481950,931135,108800,261375,370175,1572540,168,9
2100,4743000,1699150,506008,418200,924208,108800,263075,371875,1747767,168,10
2200,4980150,1820700,444383,339150,783533,108800,288150,396950,1978967,168,9
2300,5217300,1887000,477724,426700,904424,110500,317709,428209,1997667,168,9
2400,5454450,2009400,405580,493000,898580,110500,364502,475002,2071468,168,10
2500,5691600,2074850,451289,402050,853339,110500,379377,489877,2273534,168,8
2600,5928750,2194700,430273,416500,846773,110500,381077,491577,2395700,168,9
2700,6165900,2262700,459853,476000,935853,110500,389152,499652,2467695,168,10
2800,6403050,2375750,416078,323000,739078,110500,417627,528127,2760095,168,9
2900,6640200,2430150,441344,362950,804294,110500,446761,557261,2848495,168,9
3000,6877350,2536400,426044,425000,851044,110500,452711,563211,2926695,168,8
3100,7114500,2600150,3400,0,3400,646000,920405,1566405,2944545,168,8
3200,7351650,2600150,50150,0,50150,649400,1107405,1756805,2944545,102,0
3300,7588800,2600150,219300,15300,234600,653650,1155855,1809505,2944545,3,0
3400,7825950,2600150,291550,112200,403750,683400,1183905,1867305,2954745,3,0
3500,8063100,2600150,295375,265200,560575,711450,1196230,1907680,2994695,0,0
3600,8300250,2600150,336600,267750,604350,714000,1209405,1923405,3172345,0,0
3700,8537400,2600150,314925,363800,678725,714000,1223430,1937430,3321095,0,0
3800,8774550,2600150,359550,321300,680850,714000,1238305,1952305,3541245,0,0
3900,9011700,2600150,345525,400350,745875,714000,1244680,1958680,3706995,0,0
4000,9248850,2600150,388875,378250,767125,714000,1248930,1962930,3918645,0,0
4100,9486000,2600150,378675,459850,838525,714000,1250630,1964630,4082695,0,0
4200,9723150,2600150,414375,397800,812175,748000,1256580,2004580,4306245,0,0
4300,9960300,2600150,388344,484500,872844,774350,1275705,2050055,4437251,0,1
4400,10197450,2600150,429569,272850,702419,774350,1285480,2059830,4835051,0,0
