run_time       ,total_data     ,mutihop        ,sensor_data    ,uav_data       ,lost_data      
0,0,0,0,0,0
100,322,34,204,84,0
200,686,87,382,217,0
300,1099,157,589,353,0
400,1421,233,681,507,0
500,1785,320,916,549,0
600,2198,410,1204,584,0
700,2520,500,1380,640,0
800,2884,588,1435,861,0
900,3297,677,1687,933,0
1000,3619,766,1885,968,0
1100,3983,854,2065,1064,0
1200,4396,944,2124,1328,0
1300,4718,1035,2320,1363,0
1400,5082,1126,2515,1441,0
1500,5495,1216,2740,1539,0
1600,5817,1306,2923,1588,0
1700,6181,1392,2656,2133,0
1800,6594,1480,2872,2242,0
1900,6916,1568,3036,2312,0
2000,7280,1656,3256,2368,0
2100,7693,1744,3148,2801,0
2200,8015,1833,3200,2982,0
2300,8379,1921,3348,3110,0
2400,8792,2009,3638,3145,0
2500,9114,2100,3570,3444,0
2600,9478,2192,3717,3569,0
2700,9891,2284,4017,3590,0
2800,10213,2375,4131,3707,0
2900,10577,2465,3686,4426,0
3000,10990,2555,3967,4468,0
3100,11312,2645,4164,4503,0
3200,11676,2735,4396,4545,0
3300,12089,2822,3848,5419,0
3400,12411,2910,4033,5468,0
3500,12775,2998,4260,5517,0
3600,13188,3086,4529,5573,0
3700,13510,3176,4342,5992,0
3800,13874,3268,4501,6105,0
3900,14287,3360,4787,6140,0
4000,14609,3451,4893,6265,0
4100,14973,3541,5053,6379,0
4200,15386,3632,4878,6876,0
4300,15708,3724,5080,6904,0
4400,16072,3815,5235,7022,0
4500,16485,3906,5522,7057,0
4600,16807,3997,5354,7456,0
4700,17171,4089,5605,7477,0
4800,17584,4181,5815,7588,0
4900,17906,4271,5815,7820,0
5000,18270,4355,5080,8834,1
5100,18683,4442,5277,8963,1
5200,19005,4527,5278,9199,1
5300,19369,4612,5473,9283,1
5400,19782,4697,5150,9934,1
5500,20104,4786,5362,9955,1
5600,20468,4876,5608,9983,1
5700,20881,4964,5690,10226,1
5900,21203,5047,5022,11133,1
6000,21616,5133,5114,11368,1
6100,21938,5219,5294,11424,1
6200,22302,5305,5509,11487,1
6300,22715,5390,5282,12042,1
6400,23037,5479,5400,12157,1
6500,23401,5568,5549,12283,1
6600,23814,5656,5736,12421,1
6700,24136,5743,5374,13018,1
6800,24500,5833,5634,13032,1
6900,24913,5924,5821,13167,1
7000,25235,6014,5925,13295,1
7100,25599,6104,6178,13316,1
7200,26012,6190,5379,14441,2
7300,26334,6277,5558,14497,2
7400,26698,6363,5688,14645,2
7500,27111,6449,5973,14687,2
7600,27433,6536,5466,15429,2
7700,27797,6624,5707,15464,2
7800,28210,6711,5667,15830,2
7900,28532,6796,5643,16091,2
8000,28896,6877,4998,17018,3
8100,29309,6965,5282,17053,9
8200,29631,7053,5345,17218,15
8300,29995,7141,5559,17274,21
8400,30408,7229,5843,17309,27
