run_time       ,total_data     ,mutihop        ,sensor_data    ,uav_data       ,lost_data      
0,0,0,0,0,0
100,322,41,246,35,0
200,686,111,514,61,0
300,1099,203,759,137,0
400,1421,299,935,187,0
500,1785,395,1148,242,0
600,2198,491,1441,266,0
700,2520,586,1610,324,0
800,2884,680,1810,394,0
900,3297,775,2091,431,0
1000,3619,873,2315,431,0
1100,3983,971,2581,431,0
1200,4396,1067,2794,535,0
1300,4718,1164,2968,586,0
1400,5082,1259,3095,728,0
1500,5495,1355,3333,807,0
1600,5817,1453,3557,807,0
1700,6181,1550,3751,880,0
1800,6594,1646,3891,1057,0
1900,6916,1742,4020,1154,0
2000,7280,1838,4112,1330,0
2100,7693,1931,4116,1646,0
2200,8015,2023,4178,1814,0
2300,8379,2121,4444,1814,0
2400,8792,2218,4670,1904,0
2500,9114,2315,4895,1904,0
2600,9478,2410,4867,2201,0
2700,9891,2504,5085,2302,0
2800,10213,2596,4785,2832,0
2900,10577,2686,4726,3165,0
3000,10990,2782,4819,3389,0
3100,11312,2878,5045,3389,0
3200,11676,2974,5081,3621,0
3300,12089,3070,5100,3918,1
3400,12411,3165,4938,4307,1
3500,12775,3260,5084,4430,1
3600,13188,3355,5175,4657,1
3700,13510,3451,5284,4774,1
3800,13874,3548,5406,4919,1
3900,14287,3645,5583,5058,1
4000,14609,3743,5807,5058,1
4100,14973,3837,5643,5492,1
4200,15386,3934,5959,5492,1
4300,15708,4032,6183,5492,1
4400,16072,4129,6293,5649,1
4500,16485,4226,6469,5788,2
4600,16807,4322,6505,5972,8
4700,17171,4418,6492,6247,14
4800,17584,4515,6808,6247,14
4900,17906,4613,7028,6247,18
5000,18270,4709,6988,6537,36
5100,18683,4804,7173,6652,54
5200,19005,4901,7276,6763,65
5300,19369,4998,7355,6929,87
5400,19782,5095,7526,7056,105
5500,20104,5191,7492,7305,116
5600,20468,5286,7378,7666,138
5700,20881,5382,7497,7846,156
5800,21203,5478,7360,8204,161
5900,21567,5574,7355,8470,168
6000,21980,5670,7432,8704,174
6100,22302,5765,7402,8950,185
6200,22666,5859,7353,9257,197
6300,23079,5955,7391,9536,197
6400,23401,6050,7474,9675,202
6500,23765,6145,7354,10058,208
6600,24178,6243,7669,10058,208
6700,24500,6339,7623,10325,213
6800,24864,6435,7602,10608,219
6900,25277,6531,7663,10864,219
7000,25599,6627,7640,11108,224
7100,25963,6723,7679,11331,230
7200,26376,6820,7995,11331,230
7300,26698,6915,7833,11715,235
7400,27062,7010,7980,11830,242
7500,27475,7106,8065,12056,248
7600,27797,7204,8278,12056,259
7700,28161,7300,8176,12413,272
7800,28574,7398,8485,12413,278
7900,28896,7495,8578,12534,289
8000,29260,7590,8501,12868,301
8100,29673,7683,8520,13163,307
8200,29995,7778,8588,13314,315
8300,30359,7874,8572,13592,321
8400,30772,7967,8387,14091,327
8500,31094,8064,8476,14210,344
8600,31458,8160,8613,14329,356
8700,31871,8254,8608,14642,367
8800,32193,8350,8700,14765,378
8900,32557,8445,8711,15011,390
9000,32970,8537,8652,15385,396
9100,33292,8631,8869,15385,407
9200,33656,8727,9125,15385,419
9300,34069,8823,9181,15640,425
9400,34391,8919,9396,15640,436
9500,34755,9014,9389,15904,448
