run_time       ,total_data     ,mutihop        ,sensor_data    ,uav_data       ,lost_data      
0,0,0,0,0,0
100,322,30,180,112,0
200,686,82,380,224,0
300,1099,150,575,374,0
400,1421,226,644,551,0
500,1785,310,882,593,0
600,2198,397,1135,666,0
700,2520,483,1279,758,0
800,2884,570,1374,940,0
900,3297,662,1667,968,0
1000,3619,753,1823,1043,0
1100,3983,844,2054,1085,0
1200,4396,934,2296,1166,0
1300,4718,1022,2161,1535,0
1400,5082,1112,2400,1570,0
1500,5495,1201,2625,1669,0
1600,5817,1290,2809,1718,0
1700,6181,1375,2478,2328,0
1800,6594,1461,2635,2498,0
1900,6916,1545,2679,2692,0
2000,7280,1629,2875,2776,0
2100,7693,1711,2536,3446,0
2200,8015,1798,2729,3488,0
2300,8379,1884,2872,3623,0
2400,8792,1970,3143,3679,0
2500,9114,2056,3330,3728,0
2600,9478,2145,3188,4145,0
2700,9891,2237,3473,4180,1
2800,10213,2329,3669,4208,7
2900,10577,2421,3900,4243,13
3000,10990,2509,3521,4941,19
3100,11312,2597,3699,4997,19
3200,11676,2685,3926,5046,19
3300,12089,2773,4209,5088,19
3400,12411,2861,3772,5759,19
3500,12775,2951,4004,5801,19
3600,13188,3039,4135,5994,20
3700,13510,3127,4307,6050,26
3800,13874,3216,4124,6502,32
3900,14287,3307,4405,6537,38
4000,14609,3397,4513,6655,44
4100,14973,3485,4597,6841,50
4200,15386,3573,4874,6883,56
4300,15708,3660,4471,7515,62
4400,16072,3748,4705,7557,62
4500,16485,3838,4983,7599,65
4600,16807,3928,5173,7641,65
4700,17171,4016,4801,8284,70
4800,17584,4106,5076,8326,76
4900,17906,4196,5272,8361,77
5000,18270,4286,5500,8396,88
5100,18683,4373,4981,9229,100
5200,19005,4460,5081,9358,106
5300,19369,4546,5198,9513,112
5400,19782,4632,5463,9569,118
5500,20104,4716,5041,10223,124
5600,20468,4803,5159,10382,124
5700,20881,4891,5328,10537,125
5800,21203,4977,5319,10774,133
5900,21567,5063,5515,10844,145
6000,21980,5151,5072,11606,151
6100,22302,5239,5248,11655,160
6200,22666,5327,5373,11799,167
6300,23079,5414,5567,11914,184
6400,23401,5501,5079,12619,202
6500,23765,5591,5320,12640,214
6600,24178,5679,5400,12872,227
6700,24500,5767,5567,12921,245
6800,24864,5853,5390,13358,263
6900,25277,5944,5692,13372,269
7000,25599,6034,5578,13711,276
7100,25963,6124,5798,13753,288
7200,26376,6210,5308,14558,300
7300,26698,6296,5384,14706,312
7400,27062,6382,5409,14953,318
7500,27475,6468,5674,15009,324
7600,27797,6553,5264,15650,330
7700,28161,6640,5521,15664,336
7800,28574,6731,5813,15685,345
7900,28896,6821,5874,15847,354
8100,29260,6905,5219,16759,377
8200,29582,6992,5296,16911,383
8300,29946,7078,5392,17083,393
8400,30359,7165,5673,17118,403
