run_time       ,total_data     ,mutihop        ,sensor_data_origin,sensor_data_calc,sensor_data    ,uav_data_calc  ,uav_data_origin,uav_data       ,lost_data      ,connect_num    ,buffer_overflow_num
100,0,0,0,0,0,0,0,0,0,106,0
200,237150,0,217175,0,217175,0,19975,19975,0,198,0
300,474300,51000,354025,47600,401625,0,21675,21675,0,198,0
400,711450,218450,272425,197200,469625,0,23375,23375,0,198,0
500,948600,269450,381225,184450,565675,0,25075,25075,88400,198,0
600,1185750,436900,299625,334050,633675,0,26775,26775,88400,198,0
700,1422900,487900,408425,293250,701675,0,28475,28475,204850,198,0
800,1660050,655350,326825,442850,769675,0,30175,30175,204850,198,0
900,1897200,706350,434754,402050,836804,0,31875,31875,322171,198,1
1000,2134350,873800,351858,386750,738608,0,33575,33575,488367,198,1
1100,2371500,924800,462358,135150,597508,0,35275,35275,813917,198,0
1200,2608650,1092250,381608,277950,659558,0,36975,36975,819867,198,0
1300,2845800,1143250,491258,199750,691008,0,38675,38675,972867,198,0
1400,3082950,1310700,409658,349350,759008,0,40375,40375,972867,198,0
1500,3320100,1361700,518458,308550,827008,0,42075,42075,1089317,198,0
1600,3557250,1529150,436858,458150,895008,0,43775,43775,1089317,198,0
1700,3794400,1580150,544043,417350,961393,0,45475,45475,1207382,198,1
1800,4031550,1747600,463293,402900,866193,0,47175,47175,1370582,198,0
1900,4268700,1798600,572093,362100,934193,0,48875,48875,1487032,198,0
2000,4505850,1966050,478788,511700,990488,0,50575,50575,1498737,198,16
2100,4743000,2017050,575072,294100,869172,0,52275,52275,1804503,198,16
2200,4980150,2184500,480722,436900,917622,0,53975,53975,1824053,198,16
2300,5217300,2235500,576772,358700,935472,0,55675,55675,1990653,198,16
2400,5454450,2402950,479022,508300,987322,0,57375,57375,2006803,198,17
2500,5691600,2453950,575072,286450,861522,0,59075,59075,2317053,198,16
2600,5928750,2621400,480722,419900,900622,0,60775,60775,2345953,198,16
2700,6165900,2672400,576772,345950,922722,0,62475,62475,2508303,198,16
2800,6403050,2839850,481572,495550,977122,0,64175,64175,2521903,198,16
2900,6640200,2890850,576772,454750,1031522,0,65875,65875,2651953,198,16
3000,6877350,3058300,479022,604350,1083372,0,67575,67575,2668103,198,17
3100,7114500,3109300,4250,0,4250,386750,640097,1026847,2974103,198,16
3200,7351650,3111850,58650,1700,60350,386750,818597,1205347,2974103,193,0
3300,7588800,3113550,234600,24650,259250,386750,853447,1240197,2975803,110,0
3400,7825950,3114400,310250,153850,464100,386750,865347,1252097,2995353,51,0
3500,8063100,3114400,308550,239700,548250,510000,867897,1377897,3022553,1,0
3600,8300250,3114400,351900,306000,657900,510000,869597,1379597,3148353,0,0
3700,8537400,3114400,337450,461550,799000,510000,871297,1381297,3242703,0,0
3800,8774550,3114400,376359,519350,895709,510000,872997,1382997,3381444,0,1
3900,9011700,3114400,358063,570350,928413,510000,874697,1384697,3584190,0,1
4000,9248850,3114400,401413,328950,730363,510000,876397,1386397,4017690,0,0
4100,9486000,3114400,387813,463250,851063,510000,878097,1388097,4132440,0,0
4200,9723150,3114400,431163,374000,805163,510000,879797,1389797,4413790,0,0
4300,9960300,3114400,417563,508300,925863,510000,881497,1391497,4528540,0,0
4400,10197450,3114400,460552,419050,879602,510000,883197,1393197,4810251,0,1
4500,10434600,3114400,446952,414800,861752,510000,884897,1394897,5063551,0,0
4600,10671750,3114400,489452,368050,857502,510000,886597,1396597,5303251,0,0
4700,10908900,3114400,471092,607750,1078842,510000,888297,1398297,5317361,0,1
4800,11146050,3114400,513592,476850,990442,510000,889997,1399997,5641211,0,0
4900,11383200,3114400,495232,632400,1127632,510000,891697,1401697,5739471,0,1
5000,11620350,3114400,535502,394400,929902,510000,893397,1403397,6172651,0,5
5100,11857500,3114400,511492,528700,1040192,510000,895097,1405097,6297811,0,15
5200,12094650,3114400,541476,439450,980926,510000,896797,1406797,6592527,0,16
5300,12331800,3114400,514276,573750,1088026,510000,898497,1408497,6720877,0,16
5400,12568950,3114400,544026,484500,1028526,510000,900197,1410197,7015827,0,16
5500,12806100,3114400,514276,640050,1154326,510000,901897,1411897,7125477,0,17
5600,13043250,3114400,540201,529550,1069751,510000,903597,1413597,7445502,0,17
5700,13280400,3114400,513001,570350,1083351,510000,905297,1415297,7667352,0,16
5800,13517550,3114400,541901,523600,1065501,510000,906997,1416997,7920652,0,16
5900,13754700,3114400,509601,679150,1188751,510000,908697,1418697,8032852,0,17
6000,13991850,3114400,539351,441150,980501,510000,910397,1420397,8476552,0,16
6100,14229000,3114400,4250,0,4250,1085450,1419998,2505448,8604902,0,16
6300,14703300,3145000,273700,14450,288150,1085450,1579798,2665248,8604902,198,0
6400,14940450,3264000,300050,102850,402900,1085450,1583198,2668648,8604902,198,0
6500,15177600,3363450,337450,176800,514250,1085450,1584898,2670348,8629552,198,0
6600,15414750,3482450,329800,228650,558450,1085450,1586598,2672048,8701802,198,0
6700,15651900,3581900,364650,305150,669800,1085450,1588298,2673748,8726452,198,0
6800,15889050,3700900,357000,337450,694450,1085450,1589998,2675448,8818252,198,0
6900,16126200,3800350,391850,413950,805800,1085450,1591698,2677148,8842902,198,0
7000,16363350,3919350,382309,446250,828559,1085450,1593398,2678848,8936593,198,1
7100,16600500,4018800,415693,347650,763343,1085450,1595098,2680548,9137809,198,1
7200,16837650,4137800,409743,191250,600993,1085450,1596798,2682248,9416609,198,0
7300,17074800,4237250,446293,214200,660493,1085450,1598498,2683948,9493109,198,0
7400,17311950,4356250,439493,215900,655393,1085450,1600198,2685648,9614659,198,0
7500,17549100,4455700,474343,292400,766743,1085450,1601898,2687348,9639309,198,0
7600,17786250,4574700,466693,324700,791393,1085450,1603598,2689048,9731109,198,0
7700,18023400,4674150,501543,401200,902743,1085450,1605298,2690748,9755759,198,0
7800,18260550,4793150,493893,433500,927393,1085450,1606998,2692448,9847559,198,0
7900,18497700,4892600,528743,510000,1038743,1085450,1608698,2694148,9872209,198,0
8000,18734850,5011600,512786,542300,1055086,1085450,1610398,2695848,9972316,198,9
8100,18972000,5111050,537842,275400,813242,1085450,1612098,2697548,10350160,198,16
8200,19209150,5230050,518292,267750,786042,1085450,1613798,2699248,10493810,198,16
8300,19446300,5329500,540392,309400,849792,1085450,1615498,2700948,10566060,198,16
8400,19683450,5448500,519142,341700,860842,1085450,1617198,2702648,10671460,198,16
8500,19920600,5547950,540392,418200,958592,1085450,1618898,2704348,10709710,198,16
8600,20157750,5666950,519142,450500,969642,1085450,1620598,2706048,10815110,198,16
8700,20394900,5766400,540392,527000,1067392,1085450,1622298,2707748,10853360,198,16
8800,20632050,5885400,517442,559300,1076742,1085450,1623998,2709448,10960460,198,17
8900,20869200,5984850,539542,469200,1008742,1085450,1625698,2711148,11164460,198,16
9000,21106350,6103850,516592,470900,987492,1085450,1627398,2712848,11302160,198,17
9100,21343500,6203300,4250,0,4250,1456050,2163540,3619590,11516360,198,16
9200,21580650,6205850,52700,1700,54400,1456050,2347990,3804040,11516360,193,0
9300,21817800,6206700,232900,22100,255000,1456050,2381990,3838040,11518060,110,0
9400,22054950,6207550,313650,148750,462400,1456050,2393890,3849940,11535060,51,0
9500,22292100,6207550,305150,239700,544850,1581000,2396440,3977440,11562260,1,0
9600,22529250,6207550,355300,299200,654500,1581000,2398140,3979140,11688060,0,0
9700,22766400,6207550,334050,464950,799000,1581000,2399840,3980840,11779010,0,0
9800,23003550,6207550,379759,515950,895709,1581000,2401540,3982540,11917751,0,1
9900,23240700,6207550,354663,573750,928413,1581000,2403240,3984240,12120497,0,1
10000,23477850,6207550,404813,322150,726963,1581000,2404940,3985940,12557397,0,0
