run_time       ,total_data     ,mutihop        ,sensor_data    ,uav_data       ,lost_data      
0,0,0,0,0,0
100,322,34,204,84,0
200,686,86,384,216,0
300,1099,153,580,366,0
400,1421,228,711,482,0
500,1785,314,954,517,0
600,2198,402,1179,617,0
700,2520,489,1343,688,0
800,2884,577,1412,895,0
900,3297,666,1629,1002,0
1000,3619,755,1813,1051,0
1100,3983,843,2001,1139,0
1200,4396,935,2104,1357,0
1300,4718,1027,2248,1443,0
1400,5082,1119,2492,1471,0
1500,5495,1211,2785,1499,0
1600,5817,1302,2539,1976,0
1700,6181,1392,2703,2086,0
1800,6594,1482,2991,2121,0
1900,6916,1572,3167,2177,0
2000,7280,1661,2955,2664,0
2100,7693,1751,3257,2685,0
2200,8015,1840,3382,2793,0
2300,8379,1928,3516,2935,0
2400,8792,2013,3370,3409,0
2500,9114,2104,3580,3430,0
2600,9478,2194,3714,3570,0
2700,9891,2283,3900,3708,0
2800,10213,2370,3926,3917,0
2900,10577,2455,3416,4706,0
3000,10990,2542,3589,4859,0
3100,11312,2629,3782,4901,0
3200,11676,2716,4010,4950,0
3300,12089,2808,3875,5406,0
3400,12411,2900,4063,5448,0
3500,12775,2991,4219,5565,0
3600,13188,3081,4429,5678,0
3700,13510,3173,4238,6099,0
3800,13874,3266,4488,6120,0
3900,14287,3359,4775,6148,5
4000,14609,3451,4886,6261,11
4100,14973,3543,5124,6289,17
4200,15386,3629,4445,7284,28
4300,15708,3715,4545,7420,28
4400,16072,3799,4592,7648,33
4500,16485,3883,4866,7697,39
4600,16807,3973,4713,8082,39
4700,17171,4065,4952,8110,44
4800,17584,4155,5097,8282,50
4900,17906,4244,5216,8396,50
5000,18270,4329,4658,9228,55
5100,18592,4415,4782,9340,55
5200,18956,4499,4821,9576,60
5300,19369,4584,5073,9646,66
5400,19691,4671,4995,9953,72
5500,20055,4764,5252,9967,72
5600,20468,4857,5474,10065,72
5700,20790,4950,5668,10100,72
5800,21154,5033,4814,11235,72
5900,21567,5115,4982,11398,72
6000,21889,5198,5083,11536,72
6100,22253,5281,5287,11613,72
6200,22666,5364,5547,11683,72
6300,22988,5444,4969,12503,72
6400,23352,5531,5218,12531,72
6500,23765,5618,5385,12685,77
6600,24087,5705,5572,12727,83
6700,24451,5789,5230,13343,89
6800,24864,5879,5533,13357,95
6900,25186,5969,5618,13498,101
7000,25550,6058,5756,13629,107
7100,25963,6140,4936,14774,113
7200,26327,6222,4948,15044,113
7300,26740,6304,5232,15086,118
7400,27062,6388,5387,15163,124
7500,27426,6476,5098,15722,130
7600,27839,6567,5393,15743,136
7700,28161,6658,5467,15894,142
7800,28525,6748,5580,16049,148
7900,28938,6835,5194,16755,154
8000,29260,6924,5407,16769,160
8100,29624,7015,5632,16811,166
8200,30037,7105,5792,16968,172
