run_time       ,total_data     ,mutihop        ,sensor_data    ,uav_data       ,lost_data      
0,0,0,0,0,0
100,322,41,246,35,0
200,686,111,514,61,0
300,1099,203,759,137,0
400,1421,299,935,187,0
500,1785,395,1148,242,0
600,2198,491,1441,266,0
700,2520,586,1610,324,0
800,2884,680,1810,394,0
900,3297,775,2091,431,0
1000,3619,873,2315,431,0
1100,3983,971,2581,431,0
1200,4396,1067,2794,535,0
1300,4718,1164,2968,586,0
1400,5082,1259,3095,728,0
1500,5495,1355,3333,807,0
1600,5817,1453,3557,807,0
1700,6181,1550,3751,880,0
1800,6594,1646,3891,1057,0
1900,6916,1742,4020,1154,0
2000,7280,1838,4112,1330,0
2100,7693,1931,4116,1646,0
2200,8015,2023,4173,1814,5
2300,8379,2121,4433,1814,11
2400,8792,2218,4653,1904,17
2500,9114,2315,4872,1904,23
2600,9478,2410,4838,2201,29
2700,9891,2504,5050,2302,35
2800,10213,2595,4630,2942,46
2900,10577,2686,4683,3154,54
3000,10990,2784,4982,3154,70
3100,11312,2879,4840,3484,109
3200,11676,2974,4959,3594,149
3300,12089,3069,4897,3924,199
3400,12411,3165,4974,4034,238
3500,12775,3261,4986,4254,274
3600,13188,3355,4934,4584,315
3700,13510,3452,5127,4584,347
3800,13874,3548,5132,4804,390
3900,14287,3644,5289,4914,440
4000,14609,3739,5149,5235,486
4100,14973,3835,5299,5319,520
4200,15386,3933,5580,5319,554
4300,15708,4030,5661,5429,588
4400,16072,4127,5892,5429,624
4500,16485,4224,6069,5539,653
4600,16807,4320,6084,5723,680
4700,17171,4417,6202,5833,719
4800,17584,4515,6494,5833,742
4900,17906,4612,6582,5943,769
5000,18270,4708,6597,6163,802
5100,18683,4805,6884,6163,831
5200,19005,4901,6866,6383,855
5300,19369,4997,6975,6493,904
5400,19782,5093,7029,6713,947
5500,20104,5187,6904,7039,974
5600,20468,5284,7019,7149,1016
5700,20881,5381,7292,7149,1059
5800,21203,5475,7042,7589,1097
5900,21567,5568,7032,7809,1158
6000,21980,5663,6956,8139,1222
6100,22302,5756,6708,8578,1260
6200,22666,5850,6724,8798,1294
6300,23079,5948,7008,8798,1325
6400,23401,6045,7089,8908,1359
6500,23765,6140,6988,9238,1399
6600,24178,6235,7045,9458,1440
6700,24500,6330,7116,9568,1486
6800,24864,6424,7025,9898,1517
6900,25277,6519,7200,10008,1550
7000,25599,6614,7068,10324,1593
7100,25963,6710,7312,10324,1617
7200,26376,6805,7267,10654,1650
7300,26698,6902,7355,10763,1678
7400,27062,7000,7597,10763,1702
7500,27475,7097,7785,10866,1727
7600,27797,7193,7871,10976,1757
7700,28161,7290,8104,10976,1791
7800,28574,7387,8281,11086,1820
7900,28896,7481,8020,11526,1869
8000,29260,7573,7996,11746,1945
8100,29673,7662,7922,12076,2013
8200,29995,7753,7843,12296,2103
8300,30359,7847,7880,12406,2226
8400,30772,7941,7749,12736,2346
8500,31094,8033,7668,12956,2437
8600,31458,8127,7698,13066,2567
8700,31871,8223,7799,13176,2673
8800,32193,8320,7930,13176,2767
8900,32557,8415,7849,13396,2897
9000,32970,8507,7597,13836,3030
9100,33292,8594,7167,14386,3145
9200,33656,8685,7195,14496,3280
9300,34069,8780,7268,14606,3415
9400,34391,8874,7172,14826,3519
9500,34755,8968,7077,15046,3664
