run_time       ,total_data     ,mutihop        ,sensor_data    ,uav_data       ,lost_data      
0,0,0,0,0,0
100,322,31,186,105,0
200,686,82,375,229,0
300,1099,159,610,330,0
400,1421,244,787,390,0
500,1785,333,1020,432,0
600,2198,422,1288,488,0
700,2520,510,1442,568,0
800,2884,599,1544,741,0
900,3297,690,1824,783,0
1000,3619,780,1974,865,0
1100,3983,870,2199,914,0
1200,4396,957,2197,1242,0
1300,4718,1048,2393,1277,0
1400,5082,1139,2631,1312,0
1500,5495,1230,2911,1354,0
1600,5817,1315,2445,2057,0
1700,6181,1401,2605,2175,0
1800,6594,1485,2742,2367,0
1900,6916,1572,2486,2858,0
2000,7280,1662,2725,2893,0
2100,7693,1751,2935,3007,0
2200,8015,1840,3119,3056,0
2300,8379,1927,2854,3598,0
2400,8701,2017,3044,3640,0
2500,9065,2107,3269,3689,0
2600,9478,2193,2928,4357,0
2700,9800,2281,3106,4413,0
2800,10164,2368,3256,4540,0
2900,10577,2454,3459,4664,0
3000,10899,2543,3292,5064,0
3100,11263,2635,3529,5099,0
3200,11676,2725,3700,5251,0
3300,11998,2815,3897,5286,0
3400,12362,2907,3875,5580,0
3500,12775,3000,4174,5601,0
3600,13097,3092,4295,5710,0
3700,13461,3184,4539,5738,0
3800,13874,3276,4839,5759,0
3900,14196,3369,4668,6159,0
4000,14560,3462,4911,6187,0
4100,14973,3554,5121,6298,0
4200,15295,3645,5221,6429,0
4300,15659,3735,5034,6890,0
4400,16072,3827,5327,6918,0
4500,16394,3918,5440,7036,0
4600,16758,4009,5671,7078,0
4700,17171,4099,5330,7737,5
4800,17493,4189,5541,7758,5
4900,17857,4279,5683,7890,5
5000,18270,4368,5855,8042,5
5100,18592,4455,5843,8289,5
5200,18956,4542,5415,8994,5
5300,19369,4633,5723,9008,5
5400,19691,4723,5815,9148,5
5500,20055,4813,6033,9204,5
5600,20468,4900,5764,9799,5
5700,20790,4990,5968,9827,5
5800,21154,5080,6095,9974,5
5900,21567,5169,6272,10121,5
6000,21889,5256,5814,10814,5
6100,22253,5347,6059,10842,5
6200,22666,5437,6233,10991,5
6300,22988,5527,6416,11040,5
6400,23352,5615,5978,11754,5
6500,23765,5706,6272,11782,5
6600,24087,5796,6363,11923,5
6700,24451,5886,6597,11958,10
6800,24864,5976,6879,11993,16
6900,25186,6062,6032,13070,22
7000,25550,6148,6148,13232,22
7100,25963,6231,6033,13677,22
7200,26285,6314,6195,13754,22
7300,26649,6401,5853,14373,22
7400,27062,6491,6162,14387,22
7500,27384,6582,6367,14408,27
7600,27748,6672,6487,14554,35
7700,28161,6757,5804,15553,47
7800,28483,6844,6012,15574,53
7900,28847,6932,6114,15742,59
8000,29260,7019,6287,15889,65
