run_time       ,total_data     ,mutihop        ,sensor_data    ,uav_data       ,lost_data      
0,0,0,0,0,0
100,322,30,180,112,0
200,686,82,381,223,0
300,1099,150,576,373,0
400,1421,228,661,532,0
500,1785,313,898,574,0
600,2198,400,1134,664,0
700,2520,486,1285,749,0
800,2884,573,1354,957,0
900,3297,664,1641,992,0
1000,3619,753,1756,1110,0
1100,3983,842,1982,1159,0
1200,4396,935,2139,1322,0
1300,4718,1029,2346,1343,0
1400,5082,1123,2588,1371,0
1500,5495,1216,2830,1449,0
1600,5817,1309,3038,1470,0
1700,6181,1401,2876,1904,0
1800,6594,1493,3176,1925,0
1900,6916,1585,3364,1967,0
2000,7280,1677,3594,2009,0
2100,7693,1762,3236,2695,0
2200,8015,1849,3415,2751,0
2300,8379,1936,3636,2807,0
2400,8792,2021,3764,3007,0
2500,9114,2107,3481,3526,0
2600,9478,2198,3719,3561,0
2700,9891,2288,3910,3693,0
2800,10213,2378,4100,3735,0
2900,10577,2467,4232,3878,0
3000,10990,2554,3643,4793,0
3100,11312,2642,3828,4842,0
3200,11676,2730,4055,4891,0
3300,12089,2817,4237,5035,0
3400,12411,2903,4317,5191,0
3500,12775,2991,4071,5713,0
3600,13188,3082,4268,5838,0
3700,13510,3173,4450,5887,0
3800,13874,3264,4695,5915,0
3900,14287,3356,4604,6327,0
4000,14609,3449,4812,6348,0
4100,14973,3541,4953,6479,0
4200,15386,3633,5239,6514,0
4300,15708,3721,4753,7234,0
4400,16072,3811,4978,7283,0
4500,16485,3901,5273,7311,0
4600,16807,3990,5373,7444,0
4700,17171,4083,5392,7696,0
4800,17584,4177,5704,7703,0
4900,17906,4270,5722,7914,0
5000,18270,4361,5776,8133,0
5100,18683,4449,5377,8857,0
5200,19005,4539,5505,8961,0
5300,19369,4628,5640,9101,0
5400,19782,4716,5812,9254,0
5500,20104,4802,5839,9463,0
5600,20468,4890,5403,10175,0
5700,20881,4978,5602,10301,0
5800,21203,5067,5800,10336,0
5900,21567,5156,6019,10392,0
6000,21980,5242,5403,11335,0
6100,22302,5330,5588,11384,0
6200,22666,5416,5637,11613,0
6300,23079,5502,5908,11669,0
6500,23401,5587,5294,12520,0
6600,23814,5675,5570,12569,0
6700,24136,5761,5565,12810,0
6800,24500,5847,5829,12824,0
6900,24913,5935,5538,13440,0
7000,25235,6025,5642,13568,0
7100,25599,6114,5796,13689,0
7200,26012,6200,5160,14652,0
7300,26334,6286,5169,14879,0
7400,26698,6371,5298,15029,0
7500,27111,6456,5563,15092,0
7600,27433,6540,5654,15239,0
7700,27797,6624,5215,15958,0
7800,28210,6710,5180,16320,0
7900,28532,6795,5160,16577,0
8100,28896,6874,4420,17602,0
8200,29218,6955,4416,17847,0
8300,29582,7035,4534,18013,0
8400,29995,7119,4703,18170,3
