run_time       ,total_data     ,mutihop        ,sensor_data    ,uav_data       ,lost_data      
0,0,0,0,0,0
100,322,41,246,35,0
200,686,111,514,61,0
300,1099,203,759,137,0
400,1421,298,911,212,0
500,1785,391,1048,346,0
600,2198,486,1366,346,0
700,2520,582,1534,404,0
800,2884,675,1700,509,0
900,3297,769,1982,546,0
1000,3619,865,2125,629,0
1100,3983,961,2347,675,0
1200,4396,1058,2663,675,0
1300,4718,1154,2773,791,0
1400,5082,1249,2879,954,0
1500,5495,1345,3139,1011,0
1600,5817,1440,3242,1135,0
1700,6181,1535,3420,1226,0
1800,6594,1633,3735,1226,0
1900,6916,1730,3869,1317,0
2000,7280,1827,4060,1390,3
2100,7693,1922,4211,1548,12
2200,8015,2014,4090,1884,27
2300,8379,2107,4243,1984,45
2400,8792,2201,4169,2365,57
2500,9114,2296,4206,2555,57
2600,9478,2390,4190,2840,58
2700,9891,2487,4397,2940,67
2800,10213,2581,4316,3235,81
2900,10577,2676,4448,3335,118
3000,10990,2771,4425,3635,159
3100,11312,2865,4246,4028,173
3200,11676,2960,4200,4319,197
3300,12089,3054,4311,4509,215
3400,12411,3150,4336,4699,226
3500,12775,3246,4381,4899,249
3600,13188,3341,4484,5099,264
3700,13510,3436,4532,5266,276
3800,13874,3530,4457,5598,289
3900,14287,3626,4595,5766,300
4000,14609,3721,4603,5966,319
4100,14973,3819,4854,5966,334
4200,15386,3914,4914,6218,340
4300,15708,4010,5045,6297,356
4400,16072,4104,4989,6605,374
4500,16485,4199,5082,6824,380
4600,16807,4294,5193,6924,396
4700,17171,4390,5257,7113,411
4800,17584,4484,5251,7432,417
4900,17906,4576,5229,7669,432
5000,18270,4671,5407,7742,450
5100,18683,4767,5628,7821,467
5200,19005,4865,5829,7821,490
5300,19369,4961,5884,8016,508
5400,19782,5057,6101,8105,519
5500,20104,5153,6132,8280,539
5600,20468,5249,6292,8370,557
5700,20881,5344,6403,8555,579
5800,21203,5442,6604,8555,602
5900,21567,5540,6841,8555,631
6000,21980,5636,6932,8752,660
6100,22302,5730,6743,9141,688
6200,22666,5825,6703,9416,722
6300,23079,5921,6800,9606,752
6400,23401,6018,7003,9606,774
6500,23765,6114,7026,9806,819
6600,24178,6210,7210,9906,852
6700,24500,6304,7028,10288,880
6800,24864,6400,7251,10288,925
