run_time       ,total_data     ,mutihop        ,sensor_data_origin,sensor_data_calc,sensor_data    ,uav_data_calc  ,uav_data_origin,uav_data       ,lost_data      ,connect_num    ,buffer_overflow_num
100,0,0,0,0,0,0,0,0,0,109,0
200,237150,0,223550,0,223550,0,13600,13600,0,182,0
300,474300,42500,357425,59500,416925,0,14875,14875,0,185,0
400,711450,198900,269450,226950,496400,0,16150,16150,0,185,0
500,948600,241400,384625,94350,478975,0,17425,17425,210800,185,0
600,1185750,397800,296650,259250,555900,0,18700,18700,213350,185,0
700,1422900,440300,411825,110500,522325,0,19975,19975,440300,185,0
800,1660050,596700,323850,275400,599250,0,21250,21250,442850,185,0
900,1897200,639200,439025,126650,565675,0,22525,22525,669800,185,0
1000,2134350,795600,351050,291550,642600,0,23800,23800,672350,185,0
1100,2371500,838100,466225,142800,609025,0,25075,25075,899300,185,0
1200,2608650,994500,378250,307700,685950,0,26350,26350,901850,185,0
1300,2845800,1037000,493425,158950,652375,0,27625,27625,1128800,185,0
1400,3082950,1193400,405450,323850,729300,0,28900,28900,1131350,185,0
1500,3320100,1235900,520625,175100,695725,0,30175,30175,1358300,185,0
1600,3557250,1392300,432650,340000,772650,0,31450,31450,1360850,185,0
1700,3794400,1434800,547825,191250,739075,0,32725,32725,1587800,185,0
1800,4031550,1591200,459850,356150,816000,0,34000,34000,1590350,185,0
1900,4268700,1633700,575025,207400,782425,0,35275,35275,1817300,185,0
2000,4505850,1790100,477810,372300,850110,0,36550,36550,1829090,185,15
2100,4743000,1832600,579619,223550,803169,0,37825,37825,2069406,185,16
2200,4980150,1989000,478044,388450,866494,0,39100,39100,2085556,185,16
2300,5217300,2031500,579619,239700,819319,0,40375,40375,2326106,185,16
2400,5454450,2187900,478044,404600,882644,0,41650,41650,2342256,185,16
2500,5691600,2230400,579619,255850,835469,0,42925,42925,2582806,185,16
2600,5928750,2386800,478044,420750,898794,0,44200,44200,2598956,185,16
2700,6165900,2429300,579619,272000,851619,0,45475,45475,2839506,185,16
2800,6403050,2585700,478044,436900,914944,0,46750,46750,2855656,185,16
2900,6640200,2628200,579619,288150,867769,0,48025,48025,3096206,185,16
3000,6877350,2784600,478044,453050,931094,0,49300,49300,3112356,185,16
3100,7114500,2827100,0,0,0,304300,630194,934494,3352906,185,16
3200,7351650,2827100,135150,0,135150,304300,732194,1036494,3352906,109,0
3300,7588800,2839000,276675,50150,326825,304300,765769,1070069,3352906,129,0
3400,7825950,2875550,283900,203150,487050,304300,771294,1075594,3387756,118,0
3500,8063100,2875550,347650,291550,639200,343400,773844,1117244,3431106,3,0
3600,8300250,2875550,318325,306000,624325,343400,775119,1118519,3681856,1,0
3700,8537400,2875550,376550,436900,813450,343400,776394,1119794,3728606,1,0
3800,8774550,2875550,345419,426700,772119,343400,777669,1121069,4005812,1,1
3900,9011700,2875550,404494,400350,804844,343400,778944,1122344,4208962,1,0
4000,9248850,2875550,373469,390150,763619,343400,780219,1123619,4486062,1,0
4100,9486000,2875550,431694,521050,952744,343400,781494,1124894,4532812,1,0
4200,9723150,2875550,395569,509150,904719,343400,782769,1126169,4816712,1,1
4300,9960300,2875550,454644,440300,894944,343400,784044,1127444,5062362,1,0
4400,10197450,2875550,424469,385050,809519,343400,785319,1128719,5383662,1,0
4500,10434600,2875550,483544,459850,943394,343400,786594,1129994,5485662,1,0
4600,10671750,2875550,453369,404600,857969,343400,787869,1131269,5806962,1,0
4700,10908900,2875550,512444,479400,991844,343400,789144,1132544,5908962,1,0
4800,11146050,2875550,482269,424150,906419,343400,790419,1133819,6230262,1,0
4900,11383200,2875550,540494,555050,1095544,343400,791694,1135094,6277012,1,0
5000,11620350,2875550,503245,543150,1046395,343400,792969,1136369,6562036,1,10
5100,11857500,2875550,546405,674050,1220455,343400,794244,1137644,6623851,1,15
5200,12094650,2875550,503098,463250,966348,343400,795519,1138919,7113833,1,16
5300,12331800,2875550,548573,538050,1086623,343400,796794,1140194,7229433,1,16
5400,12568950,2875550,504798,482800,987598,343400,798069,1141469,7564333,1,16
5500,12806100,2875550,550273,557600,1107873,343400,799344,1142744,7679933,1,16
5600,13043250,2875550,506498,502350,1008848,343400,800619,1144019,8014833,1,16
5700,13280400,2875550,551973,577150,1129123,343400,801894,1145294,8130433,1,16
5800,13517550,2875550,507348,565250,1072598,343400,803169,1146569,8422833,1,16
5900,13754700,2875550,551973,696150,1248123,343400,804444,1147844,8483183,1,16
6000,13991850,2875550,502248,684250,1186498,343400,805719,1149119,8780683,1,17
6100,14229000,2875550,0,0,0,959650,1354717,2314367,9039083,1,16
6200,14466150,2875550,154275,0,154275,959650,1437592,2397242,9039083,103,0
6300,14703300,2912950,290700,30600,321300,959650,1470317,2429967,9039083,183,0
6400,14940450,3049800,281775,137700,419475,959650,1472442,2432092,9039083,183,0
6500,15177600,3112700,360400,125800,486200,959650,1473717,2433367,9145333,185,0
6600,15414750,3249550,310675,209950,520625,959650,1474992,2434642,9209933,185,0
6700,15651900,3311600,387600,179350,566950,959650,1476267,2435917,9337433,185,0
6800,15889050,3448450,337875,228650,566525,959650,1477542,2437192,9436883,185,0
6900,16126200,3510500,414800,191250,606050,959650,1478817,2438467,9571183,185,0
7000,16363350,3647350,365075,244800,609875,959650,1480092,2439742,9666383,185,0
7100,16600500,3709400,442000,207400,649400,959650,1481367,2441017,9800683,185,0
7200,16837650,3846250,392275,260950,653225,959650,1482642,2442292,9895883,185,0
7300,17074800,3908300,469200,223550,692750,959650,1483917,2443567,10030183,185,0
7400,17311950,4045150,419475,277100,696575,959650,1485192,2444842,10125383,185,0
7500,17549100,4107200,496400,239700,736100,959650,1486467,2446117,10259683,185,0
7600,17786250,4244050,446675,293250,739925,959650,1487742,2447392,10354883,185,0
7700,18023400,4306100,523600,255850,779450,959650,1489017,2448667,10489183,185,0
7800,18260550,4442950,473875,309400,783275,959650,1490292,2449942,10584383,185,0
7900,18497700,4505000,550800,272000,822800,959650,1491567,2451217,10718683,185,0
8000,18734850,4641850,494299,325550,819849,959650,1492842,2452492,10820659,185,11
8100,18972000,4703900,560026,288150,848176,959650,1494117,2453767,10966157,185,14
8200,19209150,4840750,497169,341700,838869,959650,1495392,2455042,11074489,185,16
8300,19446300,4902800,560494,304300,864794,959650,1496667,2456317,11222389,185,16
8400,19683450,5039650,497169,357850,855019,959650,1497942,2457592,11331189,185,16
8500,19920600,5101700,560494,320450,880944,959650,1499217,2458867,11479089,185,16
8600,20157750,5238550,497169,374000,871169,959650,1500492,2460142,11587889,185,16
