run_time       ,total_data     ,mutihop        ,sensor_data    ,uav_data       ,lost_data      
0,0,0,0,0,0
100,322,31,186,105,0
200,686,84,399,203,0
300,1099,152,594,353,0
400,1421,228,675,518,0
500,1785,312,913,560,0
600,2198,398,1133,667,0
700,2520,483,1278,759,0
800,2884,571,1374,939,0
900,3297,663,1667,967,0
1000,3619,753,1788,1078,0
1100,3983,842,1974,1167,0
1200,4396,935,2120,1341,0
1300,4718,1028,2277,1413,0
1400,5082,1119,2415,1548,0
1500,5495,1210,2702,1583,0
1600,5817,1298,2350,2169,0
1700,6181,1386,2516,2279,0
1800,6594,1473,2743,2378,0
1900,6916,1560,2908,2448,0
2000,7280,1645,2584,3051,0
2100,7693,1732,2861,3100,0
2200,8015,1817,2903,3295,0
2300,8379,1902,3119,3358,0
2400,8792,1991,3055,3746,0
2500,9114,2082,3174,3858,0
2600,9478,2173,3405,3900,0
2700,9891,2262,3542,4087,0
2800,10213,2349,3183,4681,0
2900,10577,2438,3355,4784,0
3000,10990,2527,3637,4826,0
3100,11312,2615,3749,4948,0
3200,11676,2704,3607,5365,0
3300,12089,2796,3900,5393,0
3400,12411,2888,4095,5428,0
3500,12775,2979,4253,5543,0
3600,13188,3070,4540,5578,0
3700,13510,3161,4350,5999,0
3800,13874,3253,4528,6093,0
3900,14287,3345,4814,6128,0
4000,14609,3437,5008,6163,1
4100,14973,3523,4460,6983,7
4200,15386,3609,4599,7171,7
4300,15708,3694,4701,7306,7
4400,16072,3778,4839,7448,7
4500,16485,3867,4843,7768,7
4600,16807,3959,4961,7880,7
4700,17171,4051,5198,7915,7
4800,17584,4142,5427,8008,7
4900,17906,4226,4619,9054,7
5000,18270,4311,4842,9110,7
5100,18683,4396,5009,9271,7
5200,19005,4481,5182,9334,8
5300,19369,4565,5309,9481,14
5400,19782,4656,5168,9938,20
5500,20104,4748,5377,9959,20
5600,20468,4839,5518,10091,20
5700,20881,4930,5805,10126,20
5800,21203,5017,5313,10853,20
5900,21567,5106,5553,10888,20
6000,21980,5196,5848,10916,20
6100,22302,5285,5937,11060,20
6200,22666,5372,5550,11724,20
6300,23079,5462,5859,11738,20
6400,23401,5551,5972,11852,26
6500,23765,5639,6096,12003,27
6600,24178,5724,5673,12743,38
6700,24500,5807,5675,12974,44
6800,24864,5895,5931,12988,50
6900,25277,5983,6201,13037,56
7000,25599,6069,5574,13894,62
7100,25963,6155,5810,13936,62
7200,26376,6244,6085,13985,62
7300,26698,6333,6261,14041,63
7400,27062,6421,5888,14684,69
7500,27475,6511,6198,14691,75
7600,27797,6600,6143,14973,81
7700,28161,6689,6370,15015,87
7800,28574,6778,6673,15029,94
7900,28896,6866,5910,16014,106
8000,29260,6954,6014,16180,112
8100,29673,7041,6181,16333,118
