run_time       ,total_data     ,mutihop        ,sensor_data_origin,sensor_data_calc,sensor_data    ,uav_data_calc  ,uav_data_origin,uav_data       ,lost_data      ,connect_num    ,buffer_overflow_num
100,0,0,0,0,0,0,0,0,0,125,0
200,237150,0,216750,0,216750,0,20400,20400,0,137,0
300,474300,34000,353175,65450,418625,0,21675,21675,0,137,0
400,711450,149600,275400,263500,538900,0,22950,22950,0,137,0
500,948600,183600,380375,98600,478975,0,24225,24225,261800,137,0
600,1185750,299200,302600,295800,598400,0,25500,25500,262650,137,0
700,1422900,333200,407575,101150,508725,0,26775,26775,554200,137,0
800,1660050,448800,329800,298350,628150,0,28050,28050,555050,137,0
900,1897200,482800,434775,103700,538475,0,29325,29325,846600,137,0
1000,2134350,598400,357000,300900,657900,0,30600,30600,847450,137,0
1100,2371500,632400,461975,106250,568225,0,31875,31875,1139000,137,0
1200,2608650,748000,384200,303450,687650,0,33150,33150,1139850,137,0
1300,2845800,782000,489175,108800,597975,0,34425,34425,1431400,137,0
1400,3082950,897600,411400,306000,717400,0,35700,35700,1432250,137,0
1500,3320100,931600,516375,111350,627725,0,36975,36975,1723800,137,0
1600,3557250,1047200,438600,308550,747150,0,38250,38250,1724650,137,0
1700,3794400,1081200,543575,113900,657475,0,39525,39525,2016200,137,0
1800,4031550,1196800,465800,311100,776900,0,40800,40800,2017050,137,0
1900,4268700,1230800,570775,116450,687225,0,42075,42075,2308600,137,0
2000,4505850,1346400,483144,313650,796794,0,43350,43350,2319306,137,16
2100,4743000,1380400,574519,119000,693519,0,44625,44625,2624456,137,16
2200,4980150,1496000,483144,316200,799344,0,45900,45900,2638906,137,16
2300,5217300,1530000,574519,121550,696069,0,47175,47175,2944056,137,16
2400,5454450,1645600,483144,318750,801894,0,48450,48450,2958506,137,16
2500,5691600,1679600,574519,124100,698619,0,49725,49725,3263656,137,16
2600,5928750,1795200,483144,321300,804444,0,51000,51000,3278106,137,16
2700,6165900,1829200,574519,126650,701169,0,52275,52275,3583256,137,16
2800,6403050,1944800,483144,323850,806994,0,53550,53550,3597706,137,16
2900,6640200,1978800,574519,129200,703719,0,54825,54825,3902856,137,16
3000,6877350,2094400,483144,326400,809544,0,56100,56100,3917306,137,16
3100,7114500,2128400,5100,0,5100,131750,626794,758544,4222456,137,16
3200,7351650,2132650,63750,0,63750,132600,800194,932794,4222456,155,0
3300,7588800,2132650,239700,22100,261800,136000,835894,971894,4222456,55,0
3400,7825950,2132650,303450,153000,456450,148750,847794,996544,4240306,7,0
3500,8063100,2132650,310675,325550,636225,185300,849919,1035219,4259006,0,0
3600,8300250,2132650,345100,228650,573750,185300,851194,1036494,4557356,0,0
3700,8537400,2132650,339575,383350,722925,185300,852469,1037769,4644056,0,0
3800,8774550,2132650,372300,287300,659600,185300,853744,1039044,4943256,0,0
3900,9011700,2132650,366775,391000,757775,185300,855019,1040319,5080956,0,0
4000,9248850,2132650,399500,294950,694450,185300,856294,1041594,5380156,0,0
4100,9486000,2132650,393975,398650,792625,185300,857569,1042869,5517856,0,0
4200,9723150,2132650,426700,302600,729300,185300,858844,1044144,5817056,0,0
4300,9960300,2132650,421175,406300,827475,185300,860119,1045419,5954756,0,0
4400,10197450,2132650,453900,310250,764150,185300,861394,1046694,6253956,0,0
4500,10434600,2132650,448375,413950,862325,185300,862669,1047969,6391656,0,0
4600,10671750,2132650,481100,317900,799000,185300,863944,1049244,6690856,0,0
4700,10908900,2132650,475575,421600,897175,185300,865219,1050519,6828556,0,0
4800,11146050,2132650,507684,325550,833234,185300,866494,1051794,7128372,0,1
4900,11383200,2132650,501139,429250,930389,185300,867769,1053069,7267092,0,1
5000,11620350,2132650,530380,333200,863580,185300,869044,1054344,7569776,0,5
5100,11857500,2132650,514891,436900,951791,185300,870319,1055619,7717440,0,14
5200,12094650,2132650,534930,340850,875780,185300,871594,1056894,8029326,0,15
5300,12331800,2132650,515869,444550,960419,185300,872869,1058169,8180562,0,16
5400,12568950,2132650,534824,348500,883324,185300,874144,1059444,8493532,0,16
5500,12806100,2132650,515529,452200,967729,185300,875419,1060719,8645002,0,16
5600,13043250,2132650,534484,356150,890634,185300,876694,1061994,8957972,0,16
5700,13280400,2132650,515189,459850,975039,185300,877969,1063269,9109442,0,16
5800,13517550,2132650,534144,363800,897944,185300,879244,1064544,9422412,0,16
5900,13754700,2132650,514849,467500,982349,185300,880519,1065819,9573882,0,16
6000,13991850,2132650,533804,371450,905254,185300,881794,1067094,9886852,0,16
6100,14229000,2132650,1700,0,1700,660450,1395878,2056328,10038322,0,16
6200,14466150,2132650,164900,1700,166600,660450,1468128,2128578,10038322,146,0
6300,14703300,2163250,314500,44200,358700,660450,1480878,2141328,10040022,122,0
6400,14940450,2266100,287300,203150,490450,660450,1483428,2143878,10040022,122,0
6500,15177600,2296700,359125,134300,493425,660450,1484703,2145153,10242322,122,0
6600,15414750,2412300,317050,296650,613700,660450,1485978,2146428,10242322,137,0
6700,15651900,2446300,386325,136000,522325,660450,1487253,2147703,10535572,137,0
6800,15889050,2561900,344250,298350,642600,660450,1488528,2148978,10535572,137,0
6900,16126200,2595900,413525,138550,552075,660450,1489803,2150253,10827972,137,0
7000,16363350,2711500,371450,300900,672350,660450,1491078,2151528,10827972,137,0
7100,16600500,2745500,440725,141100,581825,660450,1492353,2152803,11120372,137,0
7200,16837650,2861100,398650,303450,702100,660450,1493628,2154078,11120372,137,0
7300,17074800,2895100,467925,143650,611575,660450,1494903,2155353,11412772,137,0
7400,17311950,3010700,425850,306000,731850,660450,1496178,2156628,11412772,137,0
7500,17549100,3044700,495125,146200,641325,660450,1497453,2157903,11705172,137,0
7600,17786250,3160300,453050,308550,761600,660450,1498728,2159178,11705172,137,0
7700,18023400,3194300,522325,148750,671075,660450,1500003,2160453,11997572,137,0
7800,18260550,3309900,480250,311100,791350,660450,1501278,2161728,11997572,137,0
7900,18497700,3343900,549525,151300,700825,660450,1502553,2163003,12289972,137,0
8000,18734850,3459500,500058,313650,813708,660450,1503828,2164278,12297364,137,12
8100,18972000,3493500,556669,153850,710519,660450,1505103,2165553,12602428,137,16
8200,19209150,3609100,500994,316200,817194,660450,1506378,2166828,12616028,137,16
