run_time       ,total_data     ,mutihop        ,sensor_data_origin,sensor_data_calc,sensor_data    ,uav_data_calc  ,uav_data_origin,uav_data       ,lost_data      ,connect_num    ,buffer_overflow_num
100,0,0,0,0,0,0,0,0,0,10,0
200,237150,0,235025,0,235025,0,2125,2125,0,110,0
300,474300,26350,365075,79050,444125,0,3825,3825,0,110,0
400,711450,119850,263075,323000,586075,0,5525,5525,0,110,0
500,948600,146200,392275,126650,518925,0,7225,7225,276250,110,0
600,1185750,239700,290275,370600,660875,0,8925,8925,276250,110,0
700,1422900,266050,419475,173400,592875,0,10625,10625,553350,110,0
800,1660050,359550,317475,417350,734825,0,12325,12325,553350,110,0
900,1897200,385900,446675,220150,666825,0,14025,14025,830450,110,0
1000,2134350,479400,344675,464100,808775,0,15725,15725,830450,110,0
1100,2371500,505750,473875,266900,740775,0,17425,17425,1107550,110,0
1200,2608650,599250,371875,510850,882725,0,19125,19125,1107550,110,0
1300,2845800,625600,501075,313650,814725,0,20825,20825,1384650,110,0
1400,3082950,719100,397333,557600,954933,0,22525,22525,1386392,110,2
1500,3320100,745450,524408,360400,884808,0,24225,24225,1665617,110,2
1600,3557250,838950,418222,604350,1022572,0,25925,25925,1669803,110,3
1700,3794400,865300,546147,239700,785847,0,27625,27625,2115628,110,2
1800,4031550,958800,441937,475150,917087,0,29325,29325,2126338,110,2
1900,4268700,985150,569012,277950,846962,0,31025,31025,2405563,110,2
2000,4505850,1078650,455328,521900,977228,0,32725,32725,2417247,110,16
2100,4743000,1105000,570503,324700,895203,0,34425,34425,2708372,110,16
2200,4980150,1198500,453543,568650,1022193,0,36125,36125,2723332,110,16
2300,5217300,1224850,568718,371450,940168,0,37825,37825,3014457,110,16
2400,5454450,1318350,451758,615400,1067158,0,39525,39525,3029417,110,16
2500,5691600,1344700,566933,418200,985133,0,41225,41225,3320542,110,16
2600,5928750,1438200,449973,662150,1112123,0,42925,42925,3335502,110,16
2700,6165900,1464550,565148,464950,1030098,0,44625,44625,3626627,110,16
2800,6403050,1558050,448188,708900,1157088,0,46325,46325,3641587,110,16
2900,6640200,1584400,563363,511700,1075063,0,48025,48025,3932712,110,16
3000,6877350,1677900,445638,755650,1201288,0,49725,49725,3948437,110,17
3100,7114500,1704250,563363,400350,963713,0,49725,49725,4396812,110,16
3200,7351650,1706800,188022,179350,367372,557600,301285,858885,4418593,3,16
3300,7588800,1706800,360997,22950,383947,580550,314460,895010,4603043,4,6
3400,7825950,1739100,401372,164900,566272,580550,317435,897985,4622593,114,6
3500,8063100,1739100,396697,306000,702697,653650,319560,973210,4648093,0,6
3600,8300250,1739100,420497,343400,763897,653650,321260,974910,4822343,0,6
3700,8537400,1739100,410276,510850,921126,653650,322960,976610,4900564,0,7
3800,8774550,1739100,434076,396100,830176,653650,324660,978310,5226964,0,6
3900,9011700,1739100,428126,490450,918576,653650,326360,980010,5374014,0,6
4000,9248850,1739100,451076,532100,983176,653650,328060,981710,5544864,0,6
4100,9486000,1739100,440366,626450,1066816,653650,329760,983410,5696674,0,7
4200,9723150,1739100,464166,506600,970766,653650,331460,985110,6028174,0,6
4300,9960300,1739100,458216,600950,1059166,653650,333160,986810,6175224,0,6
4400,10197450,1739100,479891,642600,1122491,653650,334860,988510,6347349,0,8
4500,10434600,1739100,467800,736950,1204750,653650,336560,990210,6500540,0,10
4600,10671750,1739100,489900,460700,950600,653650,338260,991910,6990140,0,8
4700,10908900,1739100,482080,555050,1037130,653650,339960,993610,7139060,0,8
4800,11146050,1739100,502480,596700,1099180,653650,341660,995310,7312460,0,8
4900,11383200,1739100,492110,691050,1183160,653650,341660,995310,7465630,0,9
5000,11620350,1739100,511660,572050,1083710,654500,343360,997860,7799680,0,8
5100,11857500,1739100,499528,666400,1165928,654500,345060,999560,7952912,0,15
5200,12094650,1739100,513978,707200,1221178,654500,346760,1001260,8133112,0,15
5300,12331800,1739100,495958,801550,1297508,654500,348460,1002960,8292232,0,16
5400,12568950,1739100,511258,681700,1192958,654500,350160,1004660,8632232,0,15
5500,12806100,1739100,497042,776050,1273092,654500,351860,1006360,8787548,0,16
5600,13043250,1739100,512342,657050,1169392,654500,353560,1008060,9126698,0,15
5700,13280400,1739100,493812,751400,1245212,654500,355260,1009760,9286328,0,17
5800,13517550,1739100,507752,631550,1139302,654500,356960,1011460,9627688,0,16
5900,13754700,1739100,494832,559300,1054132,654500,358660,1013160,9948308,0,15
6000,13991850,1739100,510132,589050,1099182,654500,360360,1014860,10138708,0,15
6100,14229000,1739100,9775,0,9775,1337900,844397,2182297,10297828,0,16
6200,14466150,1743350,151725,3400,155125,1339600,930247,2269847,10297828,209,0
6300,14703300,1769700,317900,39950,357850,1339600,935772,2275372,10300378,114,0
6400,14940450,1863200,295800,204000,499800,1339600,937472,2277072,10300378,110,0
6500,15177600,1889550,352750,211650,564400,1339600,937472,2277072,10446578,110,0
6600,15414750,1983050,323000,294950,617950,1341300,939172,2280472,10533278,110,0
6700,15651900,2009400,378250,267750,646000,1341300,940872,2282172,10714328,110,0
6800,15889050,2102900,350200,338300,688500,1341300,942572,2283872,10813778,110,0
6900,16126200,2129250,405450,311100,716550,1341300,944272,2285572,10994828,110,0
7000,16363350,2222750,377400,385050,762450,1341300,945972,2287272,11090878,110,0
7100,16600500,2249100,432650,357850,790500,1341300,947672,2288972,11271928,110,0
7200,16837650,2342600,404600,431800,836400,1341300,949372,2290672,11367978,110,0
7300,17074800,2368950,459850,404600,864450,1341300,951072,2292372,11549028,110,0
7400,17311950,2462450,431694,478550,910244,1341300,952772,2294072,11645184,110,1
7500,17549100,2488800,484203,451350,935553,1341300,954472,2295772,11828975,110,2
7600,17786250,2582300,452647,525300,977947,1341300,956172,2297472,11928531,110,3
7700,18023400,2608650,505942,330650,836592,1341300,957872,2299172,12278986,110,2
