run_time       ,total_data     ,mutihop        ,sensor_data    ,uav_data       ,lost_data      
0,0,0,0,0,0
100,322,41,246,35,0
200,686,111,514,61,0
300,1099,203,759,137,0
400,1421,299,935,187,0
500,1785,395,1148,242,0
600,2198,491,1441,266,0
700,2520,586,1610,324,0
800,2884,680,1810,394,0
900,3297,775,2091,431,0
1000,3619,873,2315,431,0
1100,3983,971,2581,431,0
1200,4396,1067,2794,535,0
1300,4718,1164,2968,586,0
1400,5082,1259,3095,728,0
1500,5495,1355,3333,807,0
1600,5817,1453,3557,807,0
1700,6181,1550,3751,880,0
1800,6594,1646,3891,1057,0
1900,6916,1742,4020,1154,0
2000,7280,1838,4112,1330,0
2100,7693,1931,4116,1646,0
2200,8015,2023,4178,1814,0
2300,8379,2121,4444,1814,0
2400,8792,2218,4670,1904,0
2500,9114,2315,4892,1904,3
2600,9478,2410,4858,2201,9
2700,9891,2504,5070,2302,15
2800,10213,2596,4764,2832,21
2900,10577,2686,4699,3165,27
3000,10990,2782,4786,3389,33
3100,11312,2878,5006,3389,39
3200,11676,2974,5036,3621,45
3300,12089,3070,5100,3868,51
3400,12411,3165,4938,4254,54
3500,12775,3260,5080,4377,58
3600,13188,3355,5160,4604,69
3700,13510,3451,5251,4721,87
3800,13874,3549,5489,4721,115
3900,14287,3645,5517,4981,144
4000,14609,3743,5727,4981,158
4100,14973,3837,5532,5415,189
4200,15386,3934,5818,5415,219
4300,15708,4032,6011,5415,250
4400,16072,4130,6239,5415,288
4500,16485,4227,6385,5545,328
4600,16807,4322,6264,5859,362
4700,17171,4419,6367,5989,396
4800,17584,4517,6659,5989,419
4900,17906,4614,6732,6119,441
5000,18270,4710,6735,6358,467
5100,18683,4807,7025,6358,493
5200,19005,4903,6987,6599,516
5300,19369,5000,7226,6599,544
5400,19782,5097,7391,6726,568
5500,20104,5190,6995,7334,585
5600,20468,5286,7011,7558,613
5700,20881,5382,7300,7558,641
5800,21203,5479,7378,7688,658
5900,21567,5574,7230,8078,685
6000,21980,5671,7409,8205,695
6100,22302,5766,7256,8574,706
6200,22666,5857,6999,9083,727
6300,23079,5954,7181,9213,731
6400,23401,6050,7262,9340,749
6500,23765,6146,7268,9590,761
6600,24178,6244,7569,9590,775
6700,24500,6340,7513,9850,797
6800,24864,6436,7637,9980,811
6900,25277,6532,7681,10236,828
7000,25599,6629,7755,10358,857
7100,25963,6726,7872,10486,879
7200,26376,6823,8163,10486,904
7300,26698,6920,8218,10616,944
7400,27062,7015,8091,10988,968
7500,27475,7111,8265,11109,990
7600,27797,7207,8210,11353,1027
7700,28161,7302,8186,11613,1060
7800,28574,7399,8350,11743,1082
7900,28896,7497,8546,11743,1110
8000,29260,7591,8329,12203,1137
8100,29673,7685,8491,12333,1164
8200,29995,7778,8423,12593,1201
8300,30359,7873,8281,12980,1225
8400,30772,7967,8223,13343,1239
8500,31094,8064,8312,13462,1256
8600,31458,8160,8445,13581,1272
8700,31871,8253,8372,13963,1283
8800,32193,8348,8465,14086,1294
8900,32557,8443,8476,14332,1306
9000,32970,8536,8540,14578,1316
9100,33292,8628,8374,14960,1330
9200,33656,8720,8366,15217,1353
9300,34069,8812,8420,15472,1365
9400,34391,8907,8630,15472,1382
9500,34755,9003,8731,15602,1419
