run_time       ,total_data     ,mutihop        ,sensor_data    ,uav_data       ,lost_data      
0,0,0,0,0,0
100,322,29,174,119,0
200,686,81,381,224,0
300,1099,150,575,374,0
400,1421,231,680,510,0
500,1785,319,921,545,0
600,2198,409,1185,604,0
700,2520,499,1368,653,0
800,2884,588,1431,865,0
900,3297,678,1689,930,0
1000,3619,768,1879,972,0
1100,3983,858,2104,1021,0
1200,4396,947,2129,1320,0
1300,4718,1038,2325,1355,0
1400,5082,1129,2563,1390,0
1500,5495,1220,2843,1432,0
1600,5817,1311,3039,1467,0
1700,6181,1398,2777,2006,0
1800,6594,1485,2925,2184,0
1900,6916,1571,3039,2306,0
2000,7280,1656,3162,2462,0
2100,7693,1742,2940,3011,0
2200,8015,1828,2981,3206,0
2300,8379,1912,2989,3478,0
2400,8792,1996,3262,3534,0
2500,9114,2085,3046,3983,0
2600,9478,2176,3277,4025,0
2700,9891,2266,3475,4150,0
2800,10213,2356,3672,4185,0
2900,10577,2445,3276,4853,3
3000,10990,2534,3565,4888,3
3100,11312,2624,3755,4930,3
3200,11676,2713,3915,5045,3
3300,12089,2802,3714,5570,3
3400,12411,2893,3896,5619,3
3500,12775,2983,4062,5727,3
3600,13188,3073,4350,5762,3
3700,13510,3162,4011,6334,3
3800,13874,3252,4254,6362,6
3900,14287,3341,4457,6477,12
4000,14609,3430,4635,6526,18
4100,14973,3519,4869,6561,24
4200,15386,3609,4701,7046,30
4300,15708,3700,4890,7088,30
4400,16072,3791,5121,7130,30
4500,16485,3881,5328,7246,30
4600,16807,3968,4951,7858,30
4700,17171,4056,5096,7983,36
4800,17584,4142,5191,8203,48
4900,17906,4225,5075,8558,48
5000,18270,4306,4430,9470,64
5100,18683,4392,4588,9633,70
5200,19005,4478,4680,9771,76
5300,19369,4563,4818,9906,82
5400,19782,4647,4980,10067,88
5500,20104,4729,4417,10864,94
5600,20468,4816,4659,10899,94
5700,20881,4904,4928,10955,94
5800,21203,4992,5134,10983,94
5900,21567,5078,4813,11578,98
6000,21980,5168,5122,11592,98
6100,22302,5259,5325,11620,98
6200,22666,5350,5549,11669,98
6300,23079,5435,5144,12399,101
6400,23401,5523,5351,12420,107
6500,23765,5611,5495,12546,113
6600,24178,5699,5758,12602,119
6700,24500,5787,5955,12630,128
6800,24864,5872,5712,13140,140
6900,25277,5963,5871,13291,152
7000,25599,6054,6061,13326,158
7100,25963,6145,6280,13368,170
7200,26376,6227,5215,14746,188
7300,26698,6309,5287,14908,194
7400,27062,6391,5394,15077,200
7500,27475,6473,5649,15147,206
7600,27797,6555,5061,15966,215
7700,28161,6641,5292,16001,227
7800,28574,6729,5456,16150,239
7900,28896,6816,5532,16297,251
8000,29260,6899,4859,17236,266
8100,29673,6985,4933,17483,272
8200,29995,7072,5120,17525,278
8300,30359,7159,5321,17595,284
